Id,SalePrice
577,235847.8363321402
2812,205576.55369353766
2080,161391.46090307416
1368,114078.48178901947
2376,124264.81809508357
659,120142.68587751212
1235,126294.54787261426
332,72746.56576154365
1917,145435.19312815202
2094,241568.1902184812
1460,272648.7304990021
1471,227223.680110122
1509,122577.14893213773
1922,122179.50670728747
433,455653.0329841783
460,273736.30649908783
1116,238522.01710407375
1137,182922.03107090486
53,167217.51717775984
2354,272466.80364931107
1475,195645.81867039468
1761,483077.4647095063
842,144329.72761963014
2739,181206.8489776626
2509,175843.28713320504
1007,214718.03742181874
2610,184511.55770226958
1952,91388.13380453481
2719,175083.64884269453
2921,83895.61222953115
1966,144733.19251484325
292,135566.14869075196
1204,206653.97757377598
1829,260605.2607477858
2419,190388.70001347238
391,152647.53700788107
798,126926.02810561357
481,210471.51019780582
193,203803.15248220705
555,113379.47285648127
899,57552.300031472114
2357,173791.12863451513
328,120748.82290684755
1356,113315.00973919674
1154,95665.59113774003
1730,186671.5282963728
2249,147994.1219126288
1119,283363.8697047699
2856,147171.48654387676
1394,135971.453113152
2587,119083.02142776008
61,294130.4958467607
2661,183332.20161404926
2711,123518.55072969377
1147,186179.3973117348
757,129408.25439830031
2623,83280.43622733465
2378,133803.7881253865
1413,151152.6266719952
1722,210530.07146307896
1112,228231.78954786845
1623,190321.6620422276
1201,208004.1529477431
1513,119246.56957834959
957,483555.1251842097
1171,275776.4825978923
1145,201390.82919188647
2726,243063.43424218334
703,137026.7014729743
760,108609.7818131497
1964,142987.27161292412
2512,201527.49833392832
159,155408.68975101068
1281,178830.73671065745
468,203979.65845934374
290,114990.37965925451
665,103890.75685972198
1463,266974.8568709285
1792,223410.9163361265
923,158025.70834151292
500,290896.0344700881
1408,194535.6331031378
331,66755.3909999058
170,153665.06165408355
2192,92013.79106289611
2571,337021.8736291103
2314,169543.56597103027
2647,81707.15167961495
422,406595.75824131514
2457,361311.0787810242
1838,194250.56024977393
2805,256281.5006638092
1645,150454.54014686847
1711,299854.40894618677
2825,249566.67212453007
322,337259.6666899207
2103,261885.8601822651
342,126617.47826689109
600,108288.92967033731
488,167550.0458116119
1725,297162.9798935272
2246,294828.3219994341
2847,153327.19796033177
806,246049.19744581476
530,243691.05567787393
963,200043.16449497058
2678,96065.13407894662
171,82896.92785480265
2401,420237.0893798072
805,226870.4129791768
2259,275182.45097271237
1748,195367.4309268878
1361,141501.4453536699
1677,119480.08992789601
1406,152746.70453184203
2322,244377.53640836384
688,159303.69996839104
143,145029.71104515472
804,208488.49513214
1214,178637.8128721968
2828,148045.21980817683
1999,221767.63784122135
2467,198229.90150680998
2665,168326.59984094734
1538,338918.10510750907
398,110766.05806539115
2822,144376.91914509644
2157,160249.6028454611
1856,208929.0727295364
1269,97895.01051705073
2570,123966.70375977992
2320,236454.61363155424
1517,118852.30304157708
2304,117429.84976387968
1312,93305.31331182088
2012,128319.42344085457
506,258230.70985665725
2865,207951.81014192698
2367,108232.46264204191
554,97396.46031318468
238,139100.72592782584
1954,88290.17362981239
2488,128857.21282638966
2291,77568.87656366799
1969,88135.05932321183
2725,183422.54025063204
1482,164984.949989904
2763,223882.5846450462
503,257776.041791227
1584,266759.01210316014
1531,156584.65918659497
2210,182278.31769895615
459,315065.11916688527
556,122748.02699321075
1347,147504.3148677057
1290,70664.58517906375
1388,93773.51553178515
1571,383935.4930124472
2754,212272.98428162117
765,159322.845559466
2494,119874.4529052286
2870,212631.1862034386
7,218590.88943275987
1114,249216.00071173086
2418,280005.93196134426
291,139011.02239322287
18,348695.97596189985
39,368141.3625913724
1001,249887.87924678822
2442,245301.43483146967
616,117902.8878135773
2680,49594.05428996065
1414,123463.16671072385
289,151556.43123368133
40,240088.80541244056
860,148486.40600382746
409,125565.81465000569
673,168957.85365842032
2427,169980.22014306893
2036,203731.7493271158
2564,140484.23341407336
642,194256.58024874193
1008,183756.45997748768
1908,172658.73055089926
2519,206332.20042072845
1369,88810.68426462974
2855,183224.99979271175
712,100692.549810557
1943,123261.49148244591
1958,140249.2784486731
107,184136.8691772815
2295,240564.10391197464
704,104209.65950314958
676,140728.30591815134
259,177798.97067862857
93,284196.5368699464
106,242964.6225486338
2315,176799.55008137482
1050,95554.22223348658
1095,229631.55563003285
2709,156083.40297855617
758,155614.38373873598
1496,160448.8165168833
2370,118244.8930375887
2458,292518.88702387124
2733,139537.07486688904
161,283490.61609576404
726,159637.61602463754
845,225049.25654226792
947,258784.16434853442
2232,103170.1477913707
2563,133588.5082078305
2299,177652.28162448094
211,91497.2018539733
605,160893.149162651
1478,212816.95980307425
2247,293805.56807837123
2274,256581.9601322727
2869,231905.3864929087
967,223556.2376514346
2656,91158.86304400452
667,217604.8597702999
1042,119989.2936086035
2023,170045.40488086813
2447,387424.87709835544
2055,125867.0809361262
2275,267636.2553351491
2204,190361.93874272483
1563,277053.3610836296
483,214435.13113555528
796,128058.10301454416
1526,148900.38650166
2042,157091.29561228715
442,345386.3394158924
1693,302265.5408058147
1468,229186.14038494945
1430,201437.8966818656
2605,185190.96964189585
1529,213808.97870050347
335,146207.13854938516
1287,123307.86716346386
31,106878.55691996687
1785,302496.3477715912
82,140110.34940972284
2620,153151.42801802774
252,180760.80160283518
721,69245.64540020557
2165,189069.10481502107
2316,184675.08076489257
775,129662.62378218776
1558,86365.46603997199
17,223278.0857929612
1022,255234.92862866214
925,125610.16933018845
438,268803.24047565495
1270,153682.82078308944
1272,118515.66971779177
215,154551.8379486914
266,227786.87481937668
2402,287910.24108511716
1250,133374.77890585427
1984,129156.9463166937
1279,144726.10279898095
377,260434.42409483867
1252,132961.18224958295
2156,279739.8506788947
499,340016.19236015575
1374,117268.84652174974
2898,255959.76814030894
401,107098.46846711813
2721,158560.46967386123
2078,247296.4437727339
2589,114349.92596817458
1946,241418.85973161162
1334,115516.55060069001
2781,226777.7006654863
431,371498.4854757708
576,209525.33187373076
1474,216902.22313084305
2254,133177.86999216268
2155,294156.3057865327
885,103376.27489808337
643,126683.78326996054
1944,123269.16403550685
480,211798.60200683834
2845,115550.89885631362
2387,299082.2262317554
2407,191920.78262992384
2527,168389.95074317124
2514,162374.17728085787
629,162869.56621400098
80,209128.1697617007
1876,136935.28269002677
1546,109960.5408115787
2518,189565.0943680162
2347,163565.96446714638
783,246038.61666271853
1322,48713.41959846372
194,78524.32559046506
1770,297890.52179033414
2143,152859.12007570863
1229,222290.8348981817
511,294148.52980973886
46,214236.11501579502
1348,161758.5206153611
2465,196787.1817043606
387,234778.40855701506
873,238620.12233966283
1918,108713.27531118177
2764,248123.89585805114
2184,112134.49983066788
934,147384.23766496233
1920,127791.76546161287
2631,146676.31471653667
1768,535774.7812788361
2040,109048.90942420623
1749,238964.61542645976
834,253656.31559808773
1457,239724.77572765516
79,109890.88870075012
2302,118324.86522364378
1817,140662.16662570974
2755,234455.92596011847
359,174852.0935265454
2059,93601.96990920189
2092,247679.31262615984
2516,235341.17490177063
150,107535.37760726806
1656,160853.43650309744
83,104316.62893370645
2411,187073.16655193488
795,67920.27286334685
2312,231691.55730846233
2917,105651.13364071329
1624,192698.49510931608
2215,293185.6707438177
1211,156352.88350647327
1485,173722.17893477003
1024,201857.37510011165
570,206514.95844168589
2874,141588.60107134117
700,155891.61183226045
2756,215661.86015232824
2022,174108.29560174543
583,222766.5106201859
2392,345056.9903133284
2424,185189.92972733208
212,115977.04211843442
736,113291.94076991458
1610,180910.74223969705
890,120959.42893955586
467,187607.29463707982
578,238803.70951549947
1747,213255.8708218824
1149,165046.09331263156
2758,267822.2599635511
857,129427.30982065754
2219,281444.4955005599
733,97766.56998417004
2909,116562.58835091036
1798,263797.291487904
235,122048.04346717814
2366,127674.33680163721
1027,131537.13514593316
1195,140882.25599584548
1303,19990.459672876575
148,188838.35693407734
608,161818.94277437762
2515,214782.89596199902
821,274865.52693793457
2500,271706.67790917866
745,102430.67594279774
741,120211.12671247238
1611,180696.9511334634
2532,123890.00058684217
1081,233705.1675793514
1692,409748.43907353916
2520,204650.51826963515
276,115985.55197935703
1992,142536.33362734588
663,25696.759737023007
418,114321.67525874537
1733,196696.74880901052
2359,146795.04362471477
253,181677.9607164945
1518,185652.79983391368
2035,147080.97111166146
2919,71114.99614882327
1540,224348.46201733092
2120,151819.32492911947
1674,176726.31842009435
256,141246.98571159696
2361,84578.38365900914
978,71510.12824302506
2280,126649.85125045126
2095,241555.09227570292
1709,327840.12182639714
2801,256180.16877447773
1246,100685.679194357
2373,93016.15889335115
1055,277280.80513343995
2017,118219.35056141377
1099,309786.15422883775
1344,70088.46496592877
835,220724.47344738286
1117,222325.32698036663
2043,86026.18845474963
2085,107046.53962546676
410,147160.26661537812
2650,105380.22171577888
2867,172304.75785429313
1668,115236.14523931836
1161,183482.94475559267
2122,180495.6287415104
2539,143048.8472978098
1047,119259.94905621957
1445,134225.77841795684
541,137829.4104523141
569,213903.62009406512
1276,118808.40686041777
918,159070.29344969452
326,157936.4790835396
1936,119181.50930308148
895,92049.35299724109
257,149914.56564954846
1241,188937.9396149603
1545,113128.23445492332
1189,185028.66215478152
270,159457.6812635807
2066,212069.46982876817
693,107253.23574521899
1259,153057.97347654647
2916,156147.19185425475
2321,272568.5042598739
1977,113660.04997219091
1895,140239.99446586793
1240,162975.08053144105
85,165986.20786445081
1823,108348.12833328154
825,308635.82696926675
110,237211.9167172494
697,126367.86985921813
2297,105469.63534173515
1231,125825.41103137666
1355,131929.0049680896
968,366465.4396384141
584,224231.32899101294
1315,138124.84413319678
1606,136001.76611926052
206,91836.484827753
1685,351844.66805405426
2016,125929.14660728569
869,214527.1539864448
2135,130532.25994813199
2346,183584.65194129804
2430,233816.49170739405
2198,91489.61232797286
2652,121281.24138353071
27,112720.45226340328
241,157366.6307352602
906,130134.22971175739
1506,120817.76119111368
2098,354924.02629016235
1435,234918.22502532043
2213,115630.9030720678
1274,134251.60816575243
743,8902.350152042432
1737,201773.53564004312
2797,286325.709626233
2185,55469.0770574542
58,169083.2003721432
830,209597.40546218568
808,108352.9601649103
680,152713.41176101635
1153,119499.94044384992
1291,151236.3273137235
1818,161903.44279280165
2161,189027.1707366958
1883,111271.35184164085
350,342461.3164656616
2473,151273.8307456017
295,202468.85679016745
293,203054.72221773025
859,131211.47210118902
288,70832.61668816012
1578,149887.45647671766
102,230695.524557392
2831,171300.56210518
1030,153606.01434725837
2551,134776.17262131095
1286,147648.30935352805
958,313968.3202080588
776,128539.80028337051
72,238892.03862274054
2263,252060.6262299383
1866,163392.28068131892
2876,52119.807677073346
2146,252200.98210014738
103,201605.75323989568
1500,145562.58444568876
492,191089.84592279445
167,145155.66563729706
2597,114399.49287696854
2685,100244.96144732843
1035,137482.79205573758
1220,41468.896562314825
2602,145879.13765567553
2159,223805.07628219615
695,169523.62289275177
1109,271668.97623828764
640,204574.70948262315
1652,154518.4223955701
2090,189687.36930352397
1188,185253.48808549732
2345,235314.48005827193
1059,392910.5248129974
2751,232510.35803298178
128,228041.23606945062
1523,172354.64127092878
2925,185892.96249806255
2145,301237.71558433323
1121,214247.40588737256
566,286502.70776040916
565,233754.48834563812
1331,131662.08561461707
2928,122705.29565295894
156,120849.36255624742
797,150493.68405651793
327,83676.38198080625
2859,162545.85374617897
1453,123916.10882811769
1762,348634.83476772206
1868,200911.609760789
1760,170828.15703701263
1113,237181.45904978795
1812,203246.76466301287
117,156299.40725328878
1142,215155.6850099297
2342,377875.8928763687
927,138699.99249816965
2478,174062.1384227661
655,56696.732090095145
2064,120645.74855330875
369,263996.76307234075
2239,120724.49640204664
2732,218432.72265453183
1653,169484.2770806472
959,208573.6398099672
2395,327943.71999227186
1412,116317.00134042127
271,261207.59783325184
1484,168830.4710045542
1497,149822.93144235338
552,140887.38968728116
2,119360.67483641261
1855,328029.063068716
4,280767.84055462264
2292,156312.12536336615
134,143333.6330767953
646,102359.73860906222
42,300800.8866133159
532,230564.70686256778
713,92807.46234136022
2561,134787.90091223223
2360,127763.24476961681
1333,126246.87037808856
1407,234405.8399559502
2892,323205.9666473428
574,239293.68572996632
1227,216245.0545903662
2591,241535.38233870722
1476,230764.98823630973
1125,279935.1887126851
1446,139901.2694482119
408,105808.7742785519
1101,295365.5008952618
2251,195516.43070998485
373,200702.6210018667
2554,126636.26141095508
2382,263590.1762446201
1985,79155.26418345803
519,234410.77329922625
1093,181923.67515767578
864,269324.11453646113
2889,154754.64801540994
2308,207717.24391800482
986,148722.21652657908
1302,143195.86218038716
585,160365.6569023615
2708,140418.2714042841
147,140174.9053989702
1441,236179.41743189326
383,173096.6040991309
285,172899.03359367527
181,110059.0161310129
358,186403.24137591405
780,194491.6194982494
258,188132.7857435908
1865,229686.8081156831
692,123979.70834505331
2902,329567.80684189225
508,255694.31273105313
2638,139357.73429462092
36,136463.41421865494
611,177013.9284601733
2281,149928.05629587875
1678,133923.8790462164
1696,427919.70993704133
1557,78109.32586072775
2180,144772.82288788192
1726,210133.52757620576
951,152495.82861390203
267,233887.5221892412
2706,123834.05009227069
2221,238513.8505033078
1357,168704.41457022488
2901,309130.23071747716
347,168909.3168964982
2164,210730.9661825451
1586,313520.96263935
360,148479.1295755866
1769,247182.20819556096
2617,155150.19485329432
1879,145864.34945333324
991,222799.33632117603
1535,121672.07318488561
1191,155287.2041235677
1579,210491.36675144345
1882,142638.6666833675
1510,119945.76099571498
2196,194102.84752232052
1845,203232.73967908105
2336,356680.11240691965
942,91882.69413407217
861,132867.87029473195
2555,93458.50918301723
1392,168978.41229337247
2099,262011.5942848295
1543,120649.21881810966
948,280540.0857431077
1239,170156.31759337976
22,194754.0187404371
2796,249214.30658112164
2747,188711.07671351268
92,288506.0307053576
210,177311.39032267962
1858,214141.28906388688
2228,157191.36500164
447,218764.243639597
827,255974.1807260266
1649,235555.42364113842
682,139510.22150127226
2698,114214.66578968115
494,164027.76354503335
214,110151.70843919604
2441,236443.98379402608
2679,107854.60610847158
1336,104931.81212016485
465,196430.75056856472
1524,152797.12832185355
2543,115923.94742122825
631,143023.42154677343
2452,313376.2756172303
228,161434.76942739336
126,190161.4718510808
1092,215601.20671116406
1122,204360.62378842477
932,244617.40004616667
1980,95042.1617611118
2171,101569.93906348919
551,137574.27795689696
2768,181876.65062488444
2056,102719.79594361209
1159,360467.574606795
2645,135626.79906189017
1174,193648.38522363012
2266,234794.92517978975
2462,366706.91956066526
1219,143478.12530207774
2922,209064.5766261858
118,147852.8832368503
474,161962.08260905926
2576,158947.01723057468
872,302778.42156683176
1077,211181.4702450932
1536,150896.10009196348
1150,115468.2189589266
2341,308411.19112669176
1931,155043.2999576911
2785,132884.40407147806
2538,131157.90855904162
597,214147.01914889162
464,201847.08993813777
233,278877.68689119956
2169,136046.1998853767
2123,164488.11518069814
1867,172110.8456337473
137,272582.68068014877
515,226858.1827558563
933,114395.98546201855
2784,164525.1980006423
972,162009.69376163412
599,162438.22757085878
2614,127976.54694351851
2582,151034.18776543354
1409,173877.62358564435
175,109469.39869125948
352,200650.2935616025
976,86999.5231653754
2134,198477.51553650314
984,108425.38912865808
2396,338248.9972081608
1673,136060.11951706908
404,135558.28526055117
607,159141.04313678332
814,187598.73229640143
868,201143.10565289648
2271,192800.3380981921
1633,243834.20410296484
337,175957.2967434186
2765,226112.27382856433
1746,270322.38204860606
368,302817.0684672144
2806,221591.51743720632
1662,186674.656724317
1234,236144.91594573946
1373,126670.85664806685
1672,108413.44919570578
1939,121792.40468477216
